crm:P2_has_type,dcterms:subject,dcterms:identifier,schema:position,dcterms:type,schema:artMedium,schema:color,schema:depth,schema:itemCondition,schema:material,schema:status,schema:measurementMethod,schema:hasMeasurement,schema:observationDate,dcterms:abstract,crm:P106i_forms_part_of,dcterms:isReferencedBy,dcterms:source,dcterms:creator,dcterms:created,dcterms:modified,dcterms:references,dcterms:accessRights,dcterms:title,schema:artform,crm:P1_is_identified_by,crm:P54_has_current_permanent_location,schema:geo,crm:P4_has_time-span,schema:locationCreated,schema:geographicArea,schema:creator,schema:contributor,crm:P15_was_influenced_by
Couche colorée,carnation§Ranieri,f15e4e4b-70ca-4406-aa3c-560c9e64b118_025§pointéMFXn°8,pointéMFXn°8c05§quart inférieur dextre,Couche picturale,superposition peinture,beige§incarnat,,,blanc de plomb§vermillon§ocre,caractérisé,MFX,,2007,,f15e4e4b-70ca-4406-aa3c-560c9e64b118,"Elisabeth Ravaud, Rapport 13432 (dossier EROS F 11258) 29/06/2007 - , Centre de Recherche et de Restauration des Musées de France, Paris, F11258",412ec0ea-6925-4a0c-8176-90743cb32107,Philomène Renard,13/05/2005,17/11/2023,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),Le Bienheureux Ranieri Rasini montre aux frères réunis en prière l'âme de l'avare de Citerna emportée par les démons§Choeur de franciscains,peinture,RF 1988 9,Musée du Louvre Paris,"48.860591,2.337582",1437§1444,,,Sassetta,,Angelico§Angelico
Couche colorée,décor§sol,f15e4e4b-70ca-4406-aa3c-560c9e64b118_026§pointéMFXn°9,pointéMFXn°9c02§quart inférieur dextre,Couche picturale,,rose,,,blanc de plomb§vermillon,caractérisé,MFX,,2007,,f15e4e4b-70ca-4406-aa3c-560c9e64b118,"Elisabeth Ravaud, Rapport 13432 (dossier EROS F 11258) 29/06/2007 - , Centre de Recherche et de Restauration des Musées de France, Paris, F11258",412ec0ea-6925-4a0c-8176-90743cb32107,Philomène Renard,13/05/2005,17/11/2023,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),Le Bienheureux Ranieri Rasini montre aux frères réunis en prière l'âme de l'avare de Citerna emportée par les démons§Choeur de franciscains,peinture,RF 1988 9,Musée du Louvre Paris,"48.860591,2.337582",1437§1444,,,Sassetta,,Angelico§Angelico
Couche colorée,décor§banc,f15e4e4b-70ca-4406-aa3c-560c9e64b118_027§pointéMFXn°10,pointéMFXn°10c02§moitié inférieure centre,Couche picturale,,jaune,,,blanc de plomb§ocre,caractérisé,MFX,,2007,,f15e4e4b-70ca-4406-aa3c-560c9e64b118,"Elisabeth Ravaud, Rapport 13432 (dossier EROS F 11258) 29/06/2007 - , Centre de Recherche et de Restauration des Musées de France, Paris, F11258",412ec0ea-6925-4a0c-8176-90743cb32107,Philomène Renard,13/05/2005,17/11/2023,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),Le Bienheureux Ranieri Rasini montre aux frères réunis en prière l'âme de l'avare de Citerna emportée par les démons§Choeur de franciscains,peinture,RF 1988 9,Musée du Louvre Paris,"48.860591,2.337582",1437§1444,,,Sassetta,,Angelico§Angelico
Couche colorée,vêtement§robe,f15e4e4b-70ca-4406-aa3c-560c9e64b118_028§pointéMFXn°11,pointéMFXn°11c02§moitié inférieure centre,Couche picturale,,gris,,,blanc de plomb§oxyde de fer§noir de carbone,caractérisé,MFX,,2007,,f15e4e4b-70ca-4406-aa3c-560c9e64b118,"Elisabeth Ravaud, Rapport 13432 (dossier EROS F 11258) 29/06/2007 - , Centre de Recherche et de Restauration des Musées de France, Paris, F11258",412ec0ea-6925-4a0c-8176-90743cb32107,Philomène Renard,13/05/2005,17/11/2023,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),Le Bienheureux Ranieri Rasini montre aux frères réunis en prière l'âme de l'avare de Citerna emportée par les démons§Choeur de franciscains,peinture,RF 1988 9,Musée du Louvre Paris,"48.860591,2.337582",1437§1444,,,Sassetta,,Angelico§Angelico
Couche colorée,livre§tranche,f15e4e4b-70ca-4406-aa3c-560c9e64b118_029§pointéMFXn°13,pointéMFXn°13c02§centre,Couche picturale,,jaune,,,jaune de plomb-étain§ocre jaune,caractérisé,MFX,,2007,,f15e4e4b-70ca-4406-aa3c-560c9e64b118,"Elisabeth Ravaud, Rapport 13432 (dossier EROS F 11258) 29/06/2007 - , Centre de Recherche et de Restauration des Musées de France, Paris, F11258",412ec0ea-6925-4a0c-8176-90743cb32107,Philomène Renard,13/05/2005,17/11/2023,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),Le Bienheureux Ranieri Rasini montre aux frères réunis en prière l'âme de l'avare de Citerna emportée par les démons§Choeur de franciscains,peinture,RF 1988 9,Musée du Louvre Paris,"48.860591,2.337582",1437§1444,,,Sassetta,,Angelico§Angelico
Couche colorée,livre§tranche,f15e4e4b-70ca-4406-aa3c-560c9e64b118_030§pointéMFXn°14,pointéMFXn°14c02§centre,Couche picturale,,rouge,,,vermillon§jaune de plomb-étain§ocre,caractérisé,MFX,,2007,,f15e4e4b-70ca-4406-aa3c-560c9e64b118,"Elisabeth Ravaud, Rapport 13432 (dossier EROS F 11258) 29/06/2007 - , Centre de Recherche et de Restauration des Musées de France, Paris, F11258",412ec0ea-6925-4a0c-8176-90743cb32107,Philomène Renard,13/05/2005,17/11/2023,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),Le Bienheureux Ranieri Rasini montre aux frères réunis en prière l'âme de l'avare de Citerna emportée par les démons§Choeur de franciscains,peinture,RF 1988 9,Musée du Louvre Paris,"48.860591,2.337582",1437§1444,,,Sassetta,,Angelico§Angelico
Couche préparatoire,vêtement§robe§saint sur le retable peint,f15e4e4b-70ca-4406-aa3c-560c9e64b118_031§pointéMFXn°15,pointéMFXn°15c02§bordure senestre,Assiette,,rouge§vert,,,,,,,,Bol argileux,f15e4e4b-70ca-4406-aa3c-560c9e64b118,"Elisabeth Ravaud, Rapport 13432 (dossier EROS F 11258) 29/06/2007 - , Centre de Recherche et de Restauration des Musées de France, Paris, F11258",412ec0ea-6925-4a0c-8176-90743cb32107,Philomène Renard,13/05/2005,17/11/2023,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),Le Bienheureux Ranieri Rasini montre aux frères réunis en prière l'âme de l'avare de Citerna emportée par les démons§Choeur de franciscains,peinture,RF 1988 9,Musée du Louvre Paris,"48.860591,2.337582",1437§1444,,,Sassetta,,Angelico§Angelico
Décor,vêtement§robe§saint sur le retable peint,f15e4e4b-70ca-4406-aa3c-560c9e64b118_032§pointéMFXn°15,pointéMFXn°15c02§bordure senestre,Feuille métallique,travail en feuille§dorure à la feuille,doré§vert,,,or,caractérisé,MFX,,2007,,f15e4e4b-70ca-4406-aa3c-560c9e64b118,"Elisabeth Ravaud, Rapport 13432 (dossier EROS F 11258) 29/06/2007 - , Centre de Recherche et de Restauration des Musées de France, Paris, F11258",412ec0ea-6925-4a0c-8176-90743cb32107,Philomène Renard,13/05/2005,17/11/2023,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),Le Bienheureux Ranieri Rasini montre aux frères réunis en prière l'âme de l'avare de Citerna emportée par les démons§Choeur de franciscains,peinture,RF 1988 9,Musée du Louvre Paris,"48.860591,2.337582",1437§1444,,,Sassetta,,Angelico§Angelico
Couche préparatoire,décor§devant d'autel,f15e4e4b-70ca-4406-aa3c-560c9e64b118_033§pointéMFXn°16,pointéMFXn°16c02§quart inférieur senestre,Assiette,,rouge,,,,,,,,Bol argileux,f15e4e4b-70ca-4406-aa3c-560c9e64b118,"Elisabeth Ravaud, Rapport 13432 (dossier EROS F 11258) 29/06/2007 - , Centre de Recherche et de Restauration des Musées de France, Paris, F11258",412ec0ea-6925-4a0c-8176-90743cb32107,Philomène Renard,13/05/2005,17/11/2023,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),Le Bienheureux Ranieri Rasini montre aux frères réunis en prière l'âme de l'avare de Citerna emportée par les démons§Choeur de franciscains,peinture,RF 1988 9,Musée du Louvre Paris,"48.860591,2.337582",1437§1444,,,Sassetta,,Angelico§Angelico
Décor,décor§devant d'autel,f15e4e4b-70ca-4406-aa3c-560c9e64b118_034§pointéMFXn°16,pointéMFXn°16c03§quart inférieur senestre,Feuille métallique,travail en feuille§dorure à la feuille,doré§rouge,,,or,caractérisé,MFX,,2007,,f15e4e4b-70ca-4406-aa3c-560c9e64b118,"Elisabeth Ravaud, Rapport 13432 (dossier EROS F 11258) 29/06/2007 - , Centre de Recherche et de Restauration des Musées de France, Paris, F11258",412ec0ea-6925-4a0c-8176-90743cb32107,Philomène Renard,13/05/2005,17/11/2023,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),Le Bienheureux Ranieri Rasini montre aux frères réunis en prière l'âme de l'avare de Citerna emportée par les démons§Choeur de franciscains,peinture,RF 1988 9,Musée du Louvre Paris,"48.860591,2.337582",1437§1444,,,Sassetta,,Angelico§Angelico
Couche colorée,décor§devant d'autel,f15e4e4b-70ca-4406-aa3c-560c9e64b118_035§pointéMFXn°16,pointéMFXn°16c04§quart inférieur senestre,Couche picturale,,rouge,,,vermillon,,,,2007,,f15e4e4b-70ca-4406-aa3c-560c9e64b118,"Elisabeth Ravaud, Rapport 13432 (dossier EROS F 11258) 29/06/2007 - , Centre de Recherche et de Restauration des Musées de France, Paris, F11258",412ec0ea-6925-4a0c-8176-90743cb32107,Philomène Renard,13/05/2005,17/11/2023,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),Le Bienheureux Ranieri Rasini montre aux frères réunis en prière l'âme de l'avare de Citerna emportée par les démons§Choeur de franciscains,peinture,RF 1988 9,Musée du Louvre Paris,"48.860591,2.337582",1437§1444,,,Sassetta,,Angelico§Angelico
Couche colorée,décor§ciel,f15e4e4b-70ca-4406-aa3c-560c9e64b118_036§pointéMFXn°17 ; pointéMFXn°18,pointéMFXn°17c02§quart supérieur dextre,Couche picturale,,bleu,,,blanc de plomb§lapis-lazuli,caractérisé§observé,MFX§MO,,2007,,f15e4e4b-70ca-4406-aa3c-560c9e64b118,"Elisabeth Ravaud, Rapport 13432 (dossier EROS F 11258) 29/06/2007 - , Centre de Recherche et de Restauration des Musées de France, Paris, F11258",412ec0ea-6925-4a0c-8176-90743cb32107,Philomène Renard,13/05/2005,17/11/2023,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),Le Bienheureux Ranieri Rasini montre aux frères réunis en prière l'âme de l'avare de Citerna emportée par les démons§Choeur de franciscains,peinture,RF 1988 9,Musée du Louvre Paris,"48.860591,2.337582",1437§1444,,,Sassetta,,Angelico§Angelico
Couche non-peinte,décor§ciel,f15e4e4b-70ca-4406-aa3c-560c9e64b118_037§pointéMFXn°17 ; pointéMFXn°18,pointéMFXn°17c03§quart supérieur dextre,Repeint,superposition peinture,bleu,,,cobalt§nickel,caractérisé,MFX,,2007,,f15e4e4b-70ca-4406-aa3c-560c9e64b118,"Elisabeth Ravaud, Rapport 13432 (dossier EROS F 11258) 29/06/2007 - , Centre de Recherche et de Restauration des Musées de France, Paris, F11258",412ec0ea-6925-4a0c-8176-90743cb32107,Philomène Renard,13/05/2005,17/11/2023,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),Le Bienheureux Ranieri Rasini montre aux frères réunis en prière l'âme de l'avare de Citerna emportée par les démons§Choeur de franciscains,peinture,RF 1988 9,Musée du Louvre Paris,"48.860591,2.337582",1437§1444,,,Sassetta,,Angelico§Angelico
Support,,aca0f2ed-3e79-4af1-b124-01951b817c7a_001,,,peinture à tempera,,,,bois,,,,,fond or,aca0f2ed-3e79-4af1-b124-01951b817c7a,,,Philomène Renard,22/06/2007,25/10/2023,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),Triptyque de l'Assomption de la Vierge,peinture§triptyque,INV.MS. P 4731,Musée Marmottan Monet Paris,"48.859261,2.267227",1276§1325,,,Maestro di Cesi,,
Support,,aca0f2ed-3e79-4af1-b124-01951b817c7a_002,ensemble du support,Panneau,,,,,peuplier,caractérisé,examen anatomique,,1986,"La partie centrale du triptyque est peinte sur un panneau de peuplier formé d’une large planche  centrale débitée sur dosse encadrée de deux planches plus étroites débitées sur faux-quartier. Le fil du bois est irrégulier et noueux. Des chevilles, dont la distribution est irrégulière, permettaient le centrage des assemblages. Trois traverses clouées horizontales, situées en haut et aux tiers supérieur et inférieur de la hauteur, assuraient la cohésion du panneau. Une quatrième traverse devait longer le bord inférieur du panneau et a disparu lors de sa recoupe, estimée à 5 cm environ.   Un cadre appliqué comporte de fines baguettes latéralement et un bandeau en relief au bord supérieur, tandis qu’au bord inférieur, ce bandeau a disparu. Deux agrafes traversant la traverse du tiers supérieur portaient sans doute des anneaux d’accrochage. Du côté de la surface destinée à être peinte, les joints sont renforcés par des pièces de parchemin, elles-mêmes recouvertes par des bandes de toile, visibles à la radiographie, s’étageant le long des joints et recouvrant aussi de  nombreux défauts du bois. Dans l’épaisseur du bois, des pointes forgées témoignent de la présence d’anciennes charnières.  Les volets sont chacun constitués d’une planche à fil vertical. Au revers persistent les traces d’un bâti fait de cinq traverses clouées, trois horizontales et deux obliques. Une recoupe de l’ordre du centimètre est intervenue au bord inférieur des deux volets. Lorsque le triptyque est fermé, ces bâtis forment un losange encadré d’éléments horizontaux. Les revers étaient préparés avec un gesso et couverts d’une couche ocre rouge.",aca0f2ed-3e79-4af1-b124-01951b817c7a,"Elisabeth Ravaud, Rapport 30570 (dossier EROS F10023), Paris 15/12/2013 - , Centre de Recherche et de Restauration des Musées de France, Paris, F10023§Yves Trenard, Rapport 796 (dossier EROS F10023), Paris 22/12/1986 - , Centre de Recherche et de Restauration des Musées de France, Paris, F10023",65778c8f-885c-4a9e-a522-e181ff8123a7§346055ba-f7fe-47af-b262-a150aa5b709c,Philomène Renard,22/06/2007,25/10/2023,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),Triptyque de l'Assomption de la Vierge,peinture§triptyque,INV.MS. P 4731,Musée Marmottan Monet Paris,"48.859261,2.267227",1276§1325,,,Maestro di Cesi,,
Support,,d43cb3f5-ab3d-4281-9575-93d25f64c8f8_001§I10249P18; I10249P19 ; I10249P20,panneau dextre,Panneau,cadre défoncé§1 planche par panneau,,,,cordia africana,caractérisé,examen xylographique,,2015,,d43cb3f5-ab3d-4281-9575-93d25f64c8f8,"Asensi-Amoros, Victoria, Rapport d'expertise xylologique",25cf42f9-eb22-4da4-b913-c5882b53636f,Sigrid Mirabaud,16/07/2021,21/05/2024,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),"Les douze apôtres, la Vierge et l'Enfant",peinture§diptyque,10249,Musée de l'Institute of Ethiopian Studies,"9.033691034659688,38.76369515199023",1475§1525,Ethiopie,"9,39.5","Brancaleon, Niccolò",,
Couche préparatoire,,d43cb3f5-ab3d-4281-9575-93d25f64c8f8_002§I10249P01 ; I10249P02 ; I10249P03 ; I10249P04 ; I10249P06 ; I10249P10 ; I10249P11 ; I10249P13 ; I10249P14,entre le panneau de bois et la couche picturale§sur les deux panneaux,Préparation,monocouche,blanc§beige,,,sulfate de calcium,caractérisé,MEB-EDS,,,,d43cb3f5-ab3d-4281-9575-93d25f64c8f8,,,Sigrid Mirabaud,16/07/2021,21/05/2024,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),"Les douze apôtres, la Vierge et l'Enfant",peinture§diptyque,10249,Musée de l'Institute of Ethiopian Studies,"9.033691034659688,38.76369515199023",1475§1525,Ethiopie,"9,39.5","Brancaleon, Niccolò",,
